Lane, Study number,Accession,Contig Accession number,Species ,Kingdom,Phylum,Class,Order,Family,Genus,LEE,LEE_Type,Continet,Country,DataBase,OAnt,Linked.Serotype,Reference.For.Linked.Serotype,Pathovar,Wild.Hosts,Phylogroup_N,ST,aaiC,aap,aar,aatA,agg,ailA,air,astA,capU,cba,cdtB,celb,cif,cma,cnf1,eae,efa1,ehxA,eilA,esp,etpD,f17,gad,iha,IpfA,ireA,iroN,iss,katP,ltcA,mch,mcmA,nle,pic,sat,senB,sepA,sfaS,stx,tccP,tir,vat,mdf.A.,mph.A,fosA,fosA7,sul1,sul2,tet.A.,tet.B.,aac.3..Via,aadA1,aadA5,aph.3...Ia,aph.3....Ib,aph.6..Id,blaTEM.1B,catA1,dfrA8,dfrA17,Nalidixic.acid.Ciprofloxacin,Erythromycin.Azithromycin.Telithromycin,Number.of.contigs,N50.value,Number of total reads,X%of Reads Unclassified,X%of Reads Escherichia coli,Ampicillin,Cefotaxime,Ceftazidime,Cefuroxime,Cephalothin,Ciprofloxacin,Gentamycin,Tobramycin,Trimethoprim
25964_1#232, PRJEB23294,ERS2428355, CAJGGZ010000001-CAJGGZ010000136 ,Tamandua mexicana,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,NF,NF,NF,NF,Souza,O148,O148:H30,https://curve.carleton.ca/system/files/etd/5972ff72-3613-4f76-bb9f-f22e9e802a27/etd_pdf/f55e65c620b4da03182273828de80434/mcmahon-theroleofbackgroundbacteriainpreventingthe.pdf,NF,NF,NF,2334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,136,20,1155464,1.6,51.38,S,S,S,S,S,S,S,S,S
24742_1#85, PRJEB23294,ERS1995052, CAJGFU010000001-CAJGFU010000044 ,Choeronycteris mexicana,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Choeronycteris,NF,NF,NF,NF,Souza,O148,O148:H32,No report,NF,NF,A,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,781867,0.89,57.75,S,S,S,S,S,S,S,S,S
24742_1#314, PRJEB23294,ERS1995044, CAJGFR010000001-CAJGFR010000059 ,Nasua narica,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,NF,NF,North America,Mexico,Souza,O147,O147:H7,https://www.academia.edu/8878416/Effect_of_inoculation_and_washing_methods_on_the_efficacy_of_different_sanitizers_against_Escherichia_coli_O157_H7_on_lettuce,NF,Wild,B1,2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,804500,1.26,48.75,R,S,S,S,S,S,S,S,S
27970_1#28, PRJEB23294,ERS2909638, CAJGFS010000001-CAJGFS010000034 ,Bassariscus astutus,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,LEE,LEENF,North America,Mexico,Souza,O145,O145:H52,No report,EHEC,Wild,NF,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,895820,1.86,88.38,S,S,S,S,S,S,S,S,S
25964_1#98, PRJEB23294,ERS2428221, CAJGFV010000001-CAJGFV010000035 ,Bassariscus astutus,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,LEE,LEENF,NF,NF,Souza,O145,O145:H34,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5946043/,EHEC,Wild,NF,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,1145200,1.61,88.82,S,S,S,S,S,S,S,S,S
25964_1#289, PRJEB23294,ERS2428412, CAJGFW010000001-CAJGFW010000034 ,Bassariscus astutus,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,LEE,LEENF,North America,Mexico,Souza,O145,O145:H34,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5946043/,EHEC,Wild,NF,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,995242,1.68,88.7,S,S,S,S,S,S,S,S,S
24742_1#63, PRJEB23294,ERS1995005, CAJGFX010000001-CAJGFX010000041 ,Bassariscus astutus,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,LEE,LEENF,North America,Mexico,Souza,O145,O145:H4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC154638/,EHEC,Wild,NF,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,745085,1.8,87.81,S,S,S,S,S,S,S,S,S
27970_1#310, PRJEB23294,ERS2909725, CAJGHB010000001-CAJGHB010000115 ,Artibeus sp.,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,NF,NF,NF,NF,Souza,O142,O142:H4,https://aem.asm.org/content/aem/suppl/2012/07/06/AEM.00794-12.DCSupplemental/zam999103474so1.pdf,NF,NF,A,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117,20,967855,1.84,53.87,S,S,S,S,S,S,S,S,S
25964_1#279, PRJEB23294,ERS2428403, CAJGFY010000001-CAJGFY010000084 ,Romerolagus diazi,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Romerolagus,NF,NF,North America,Mexico,Souza,O133,O133:H16,https://books.google.co.uk/books?id=bXA7DwAAQBAJ&pg=PA7&lpg=PA7&dq=O133:H16+livestock&source=bl&ots=Jzb_VzmfhF&sig=ACfU3U2G9WxMuevSptXMh4iyyVWxwHCpMw&hl=en&sa=X&ved=2ahUKEwi2k8am7oXkAhU4SxUIHYlrBsYQ6AEwAnoECAkQAQ#v=onepage&q=O133%3AH16%20livestock&f=false,ETEC,Close to City,B1,641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,9,1056159,4.13,50.52,R,S,S,S,S,S,S,S,S
25964_1#192, PRJEB23294,ERS2428315, CAJGFZ010000001-CAJGFZ010000089 ,Romerolagus diazi,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Romerolagus,NF,NF,North America,Mexico,Souza,O133,O133:H16,https://books.google.co.uk/books?id=bXA7DwAAQBAJ&pg=PA7&lpg=PA7&dq=O133:H16+livestock&source=bl&ots=Jzb_VzmfhF&sig=ACfU3U2G9WxMuevSptXMh4iyyVWxwHCpMw&hl=en&sa=X&ved=2ahUKEwi2k8am7oXkAhU4SxUIHYlrBsYQ6AEwAnoECAkQAQ#v=onepage&q=O133%3AH16%20livestock&f=false,ETEC,Close to City,B1,641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,10,1177217,4.16,50.2,R,S,S,S,S,S,S,S,S
25964_1#160, PRJEB23294,ERS2428283, CAJGHK010000001-CAJGHK010000189 ,Aratinga canicularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eupsittula,LEE,LEENF,North America,Mexico,Souza,O133,O133:H2,No report,NF,Wild,B1,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,8,1023648,1.99,54.14,R,S,S,S,S,S,S,S,S
24742_1#307, PRJEB23294,ERS1995029, CAJGGA010000001-CAJGGA010000057 ,Homo sapiens,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,NF,NF,North America,Mexico,Souza,O133,O133:H25,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3873692/,ETEC,NF,B1,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,698478,1.88,48.54,R,S,S,S,S,S,S,S,S
24742_1#295, PRJEB23294,ERS1994967, CAJGGF010000001-CAJGGF010000092 ,Romerolagus diazi,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Romerolagus,NF,NF,North America,Mexico,Souza,O133,O133:H16,https://books.google.co.uk/books?id=bXA7DwAAQBAJ&pg=PA7&lpg=PA7&dq=O133:H16+livestock&source=bl&ots=Jzb_VzmfhF&sig=ACfU3U2G9WxMuevSptXMh4iyyVWxwHCpMw&hl=en&sa=X&ved=2ahUKEwi2k8am7oXkAhU4SxUIHYlrBsYQ6AEwAnoECAkQAQ#v=onepage&q=O133%3AH16%20livestock&f=false,ETEC,Close to City,B1,641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,13,781120,3.69,49.14,R,S,S,S,S,S,S,S,S
25964_1#99, PRJEB23294,ERS2428222, CAJGGE010000001-CAJGGE010000166 ,Canis familiaris,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,NF,NF,North America,Mexico,Souza,O129-O13-Gp10,O129-O13-Gp10:H30,No report,NF,Domestic,A,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,167,19,1186434,8.72,50.34,R,S,S,S,S,S,S,S,S
24742_1#61, PRJEB23294,ERS1995003, CAJGGD010000001-CAJGGD010000180 ,Felis catus,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,NF,NF,North America,Mexico,Souza,O129-O13-Gp10,O129-O13-Gp10:H30,No report,NF,Domestic,A,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,183,21,804681,9.22,48.38,R,S,S,S,S,S,S,S,S
24742_1#113, PRJEB23294,ERS1995083, CAJGGG010000001-CAJGGG010000028 ,Philander opossum,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Philander,NF,NF,North America,Mexico,Souza,O129-O13-Gp10,O129-O13-Gp10:H4,No report,NF,Wild,B2,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,831730,2.08,86.89,R,S,S,S,S,S,S,S,S
25964_1#104, PRJEB23294,ERS2428227, CAJGGI010000001-CAJGGI010000036 ,Alouatta palliata,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,LEE,LEE3,North America,Mexico,Souza,O127-Gp4,O127-Gp4:H26,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC154397/table/t1/,EPEC,Wild,NF,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,1001467,3.1,84.93,R,S,S,S,S,S,S,S,S
24742_1#313, PRJEB23294,ERS1995038, CAJGGJ010000001-CAJGGJ010000064 ,Leptonycteris nivalis,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,LEE,LEE3,North America,Mexico,Souza,O125,O125:H26,https://aem.asm.org/content/aem/63/6/2175.full.pdf,STEC,Close to City,NF,7269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,7,654617,3.01,82.96,R,S,S,S,S,S,S,S,S
25964_1#112, PRJEB23294,ERS2428235, CAJGGH010000001-CAJGGH010000026 ,Alouatta palliata,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,LEE,LEENF,North America,Mexico,Souza,O123-Gp5,O123-Gp5:H10,https://www.microbiologyresearch.org/docserver/fulltext/jmm/56/2/177.pdf?expires=1565943452&id=id&accname=guest&checksum=2A9A6223192257431DD2BE9DEC6B1FA1,STEC,Wild,NF,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,1268896,2.58,85.61,S,S,S,S,S,S,S,S,S
24742_1#88, PRJEB23294,ERS1995056, CAJGGB010000001-CAJGGB010000225 ,Ovis aries,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,LEE,LEE3,NF,NF,Souza,O111,O111:H8,https://www.ncbi.nlm.nih.gov/pubmed/25527532,EHEC,Close to City,B1,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,247,16,676814,0.64,56.17,R,S,S,S,S,S,S,S,S
24742_1#71, PRJEB23294,ERS1995034, CAJGHH010000001-CAJGHH010000049 ,Felis concolor,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,NF,NF,North America,Mexico,Souza,O11,O11:H15,https://aem.asm.org/content/aem/77/1/343.full.pdf,STEC,Wild,D,973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,859736,1.83,78.36,R,S,S,S,S,S,S,S,S
25964_1#273, PRJEB23294,ERS2428397, CAJGGC010000001-CAJGGC010000061 ,Urocyon cinereoargenteus,Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,NF,NF,North America,Mexico,Souza,O108var1,O108var1:H21,http://europepmc.org/articles/pmc5819574,EPEC,Wild,B1,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,8,1082705,1.62,49.17,R,S,S,S,S,S,S,S,S
24742_1#49, PRJEB23294,ERS1994998, CAJGGK010000001-CAJGGK010000062 ,Liomys pictus,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Heteromys,NF,NF,North America,Mexico,Souza,O108var1,O108var1:H2,https://onlinelibrary.wiley.com/doi/full/10.1046/j.1365-2672.2002.01771.x,STEC,Wild,B1,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,9,779963,2.3,46.48,R,S,S,S,S,S,S,S,S
27970_1#374, PRJEB23294,ERS2909656, CAJGHN010000001-CAJGHN010000064 ,Baiomys musculus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,NF,NF,North America,Mexico,Souza,O103,O103:H21,https://aem.asm.org/content/79/23/7502,EHEC,Wild,B1,2354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,10,1055350,2.31,50.03,R,S,S,S,S,S,S,S,S
25964_1#102, PRJEB23294,ERS2428225, CAJGGL010000001-CAJGGL010000052 ,Habromys sp.,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Habromys,NF,NF,North America,Mexico,Souza,O103,O103:H43,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2918981/,EHEC,Close to City,A,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,1166667,0.77,57.93,S,S,S,S,S,S,S,R,S
24742_1#83, PRJEB23294,ERS1995049, CAJGHC010000001-CAJGHC010000065 ,Habromys sp.,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Habromys,NF,NF,North America,Mexico,Souza,O103,O103:H43,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2918981/,EHEC,Close to City,A,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,11,745641,0.82,56.89,S,S,S,S,S,S,S,S,S
24742_1#36, PRJEB23294,ERS1994984, CAJGGN010000001-CAJGGN010000025 ,Tapirus bairdii,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,NF,NF,North America,Mexico,Souza,O102,O102:H7,https://www.ncbi.nlm.nih.gov/pubmed/11474000,STEC,Wild,NF,2814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,848793,3.62,51.33,S,S,S,S,S,S,S,S,S
24742_1#310, PRJEB23294,ERS1995008, CAJGGM010000001-CAJGGM010000050 ,Marmosa camescens,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Tlacuatzin,NF,NF,North America,Mexico,Souza,O102,O102:H7,https://www.ncbi.nlm.nih.gov/pubmed/11474001,STEC,NF,NF,2814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4,734792,4.92,51.69,S,S,S,S,S,S,S,S,S
24742_1#30, PRJEB23294,ERS1994976, CAJGGQ010000001-CAJGGQ010000029 ,Tapirus bairdii,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,NF,NF,North America,Mexico,Souza,O102,O102:H7,https://www.ncbi.nlm.nih.gov/pubmed/11473999,STEC,Wild,NF,2814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,776944,3.48,51.45,S,S,S,S,S,S,S,S,S
27970_2#9, PRJEB23294,ERS2909747, CAJGGO010000001-CAJGGO010000025 ,Panthera onca,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Wild,NF,4290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,946886,3.74,78.54,R,S,S,S,S,S,S,S,S
27970_2#217, PRJEB23294,ERS2909787, CAJGGP010000001-CAJGGP010000019 ,Tursiops truncatus,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Wild,B2,4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1112589,1.82,88.55,R,S,S,S,S,S,S,S,S
27970_2#189, PRJEB23294,ERS2909755, CAJGGR010000001-CAJGGR010000075 ,Peromyscus megalops,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,LEE,LEE3,North America,Mexico,Souza,NF,NF,NF,NF,Wild,B2,28,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7,948772,3.93,82.52,S,S,S,S,S,S,S,S,S
27970_2#101, PRJEB23294,ERS2909779, CAJGVI010000001-CAJGVI010000034 ,Tadarida brasiliensis,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Wild,Clade I,2562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,918043,3.67,72.54,S,S,S,S,S,S,S,S,S
27970_1#90, PRJEB23294,ERS2909670, CAJGGS010000001-CAJGGS010000020 ,Bos taurus,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Domestic,B2,4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,893774,1.86,88.35,R,S,S,S,S,S,S,S,S
27970_1#362, PRJEB23294,ERS2909739, CAJGVJ010000001-CAJGVJ010000024 ,Panthera onca,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Wild,NF,4290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,994522,3.63,78.41,R,S,S,S,S,S,S,S,S
27970_1#188, PRJEB23294,ERS2909694, CAJGGT010000001-CAJGGT010000029 ,Dipodomys merriami,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Wild,B1,2352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,1013684,4.04,46.14,R,S,S,S,S,S,S,S,S
25964_1#280, PRJEB23294,ERS2428404, CAJGHI010000001-CAJGHI010000018 ,Tursiops truncatus,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Wild,B2,4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,1035548,1.93,87.46,R,S,S,S,S,S,S,S,S
25964_1#193, PRJEB23294,ERS2428316, CAJGGU010000001-CAJGGU010000018 ,Tursiops truncatus,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Wild,B2,4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,1149283,1.69,88.64,R,S,S,S,S,S,S,S,S
24742_1#86, PRJEB23294,ERS1995053, CAJGGW010000001-CAJGGW010000038 ,Dipodomys merriami,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Wild,B1,2352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,756466,3.5,45.61,R,S,S,S,S,S,S,S,S
24742_1#82, PRJEB23294,ERS1995048, CAJGGV010000001-CAJGGV010000033 ,Dipodomys merriami,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Wild,B1,2352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,746691,3.93,45.51,R,S,S,S,S,S,S,S,S
24742_1#31, PRJEB23294,ERS1994977, CAJGGX010000001-CAJGGX010000056 ,Urocyon cinereoargenteus,Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,NF,NF,North America,Mexico,Souza,NF,NF,NF,NF,Wild,NF,6188,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,721759,1.06,48.56,R,S,S,S,S,S,S,S,S
